"","Variable","Jan","Feb","Mar","Q1","Apr","May","Jun","Q2","Jul","Aug","Sep","Q3","Oct","Nov","Dec","Q4","Total","Physical Turnout","Group","Subgroup","Name","Section","Year"
"127","               Glendale/Welton-Mohawk","345","992","1513","2850","0","0","0","0","0","0","0","0","0","0","0","0","2850",NA,"FEDERAL:","Off Reservation","Glendale/Welton-Mohawk","HASSAYAMPA PP",2008
"128","               Mesa/Welton-Mohawk","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"FEDERAL:","Off Reservation","Mesa/Welton-Mohawk","HASSAYAMPA PP",2008
"129","               Phoenix/Welton-Mohawk","0","0","0","0","387","4363","0","4750","0","0","0","0","0","0","0","0","4750",NA,"FEDERAL:","Off Reservation","Phoenix/Welton-Mohawk","HASSAYAMPA PP",2008
"130","               Scottsdale/Welton-Mohawk","0","95","0","95","0","0","0","0","0","0","0","0","0","0","0","0","95",NA,"FEDERAL:","Off Reservation","Scottsdale/Welton-Mohawk","HASSAYAMPA PP",2008
"131","               Tempe/Welton-Mohawk","95","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","95",NA,"FEDERAL:","Off Reservation","Tempe/Welton-Mohawk","HASSAYAMPA PP",2008
"132","               Scottsdale/Yavapai-Prescott","0","500","0","500","0","0","0","0","0","0","0","0","0","0","0","0","500",NA,"FEDERAL:","Off Reservation","Scottsdale/Yavapai-Prescott","HASSAYAMPA PP",2008
"133","                    TOTAL FEDERAL","4631","3837","3083","11551","6925","15460","4156","26541","4065","2485","2287","8837","2297","2109","337","4743","51672",NA,"TOTAL FEDERAL",NA,NA,"HASSAYAMPA PP",2008
"134","               Avondale  (HMRP)","0","0","0","0","0","0","0","0","0","3796","1204","5000","0","0","0","0","5000",NA,"RECHARGE:","Direct Incentive","Avondale (HMRP)","HASSAYAMPA PP",2008
"135","               CAGRD (AFRP)","0","0","0","0","0","0","0","0","0","39","2505","2544","2056","5","185","2246","4790",NA,"RECHARGE:","Direct Incentive","CAGRD (AFRP)","HASSAYAMPA PP",2008
"136","               CAGRD (HMRP)","0","2480","0","2480","0","0","0","0","0","0","0","0","0","59","0","59","2539",NA,"RECHARGE:","Direct Incentive","CAGRD (HMRP)","HASSAYAMPA PP",2008
"137","               Gilbert/SRP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct Incentive","Gilbert/SRP","HASSAYAMPA PP",2008
"138","               Peoria (HMRP)","920","392","0","1312","0","0","0","0","0","0","0","0","0","0","0","0","1312",NA,"RECHARGE:","Direct Incentive","Peoria (HMRP)","HASSAYAMPA PP",2008
"139","               Scottsdale/Water Campus","160","133","300","593","371","249","128","748","210","408","114","732","117","138","292","547","2620",NA,"RECHARGE:","Direct Incentive","Scottsdale/Water Campus","HASSAYAMPA PP",2008
"140","               Agua Fria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2313","2313","2313",NA,"RECHARGE:","Direct AWBA","Agua Fria","HASSAYAMPA PP",2008
"141","               Interstate Banking (Agua Fria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","Interstate Banking (Agua Fria)","HASSAYAMPA PP",2008
"142","               GRUSP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","GRUSP","HASSAYAMPA PP",2008
"143","               Interstate Banking (GRUSP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","Interstate Banking (GRUSP)","HASSAYAMPA PP",2008
"144","               Hieroglyphic","0","0","0","0","0","0","0","0","0","0","0","0","0","390","874","1264","1264",NA,"RECHARGE:","Direct AWBA","Hieroglyphic","HASSAYAMPA PP",2008
"145","               Interstate Banking (Hieroglyphic)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","Interstate Banking (Hieroglyphic)","HASSAYAMPA PP",2008
"146","               New Riv-Agua Fria(NAUSP)/SRP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","New Riv-Agua Fria(NAUSP)/SRP","HASSAYAMPA PP",2008
"147","               East Salt River Valley (ESRV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Direct AWBA","East Salt River Valley (ESRV)","HASSAYAMPA PP",2008
"148","               Chandler/SRP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Indirect Incentive","Chandler/SRP","HASSAYAMPA PP",2008
"149","               Gilbert/SRP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Indirect Incentive","Gilbert/SRP","HASSAYAMPA PP",2008
"150","               Tempe/SRP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"RECHARGE:","Indirect Incentive","Tempe/SRP","HASSAYAMPA PP",2008
"151","               TOTAL INDIRECT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"TOTAL INDIRECT",NA,NA,"HASSAYAMPA PP",2008
"152","               TOTAL RECHARGE","1080","3005","300","4385","371","249","128","748","210","4243","3823","8276","2173","592","3664","6429","19838",NA,"TOTAL RECHARGE",NA,NA,"HASSAYAMPA PP",2008
"153","            TOTAL DELIVERIES","20220","17663","24966","62849","32084","32605","35896","100585","40390","35731","32569","108690","29562","25248","20185","74995","347119",NA,"TOTAL DELIVERIES",NA,NA,"HASSAYAMPA PP",2008
"154","Maricopa Water District Lake Water (**)","0","1067","3472","4539","3894","4164","3434","11492","2383","3252","3642","9277","4947","4047","511","9505","34813",NA,"Maricopa Water District Lake Water (**)",NA,NA,"HASSAYAMPA PP",2008
"155","SRP/CAP Exchange Water","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"SRP/CAP Exchange Water",NA,NA,"HASSAYAMPA PP",2008
"156","Salt River Project Excess ($10/AF Water)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"Salt River Project Excess ($10/AF Water)",NA,NA,"HASSAYAMPA PP",2008
"157","Temporary Water Permits (various locals)","90","92","188","370","133","132","278","543","257","198","252","707","235","196","77","508","2128",NA,"Temporary Water Permits (various locals)",NA,NA,"HASSAYAMPA PP",2008
"158","Waddell (pumpage)","99649","88679","23780","212108","0","18160","769","18929","0","0","0","0","25846","91045","20663","137554","368591",NA,"Waddell (pumpage)",NA,NA,"HASSAYAMPA PP",2008
"159","Canal Losses","104","268","474","846","647","742","781","2170","774","596","546","1916","517","413","302","1232","6164",NA,"Canal Losses",NA,NA,"HASSAYAMPA PP",2008
"160","SEGMENT DEMAND","120063","107769","52880","280712","36758","55803","41158","133719","43804","39777","37009","120590","61107","120949","41738","223794","758815",NA,"SEGMENT DEMAND",NA,NA,"HASSAYAMPA PP",2008
"161","SEGMENT AVG FLOW (CFS)","1953.1013615733737","1940.9444564512644","860.21505376344078",NA,"617.88535888384604","907.76438436386695","691.84736930576571",NA,"712.57299952824815","647.06456493094527","622.1045553874601",NA,"994.04616660973113","2033.0979996638089","678.96474875148442",NA,NA,NA,"SEGMENT AVG FLOW (CFS)",NA,NA,"HASSAYAMPA PP",2008
"162","VOLUME PASSING HSY","149022","141844","145507","436373","143209","149783","111347","404339","72547","53960","80544","207051","122471","152891","50048","325410","1373173",NA,"VOLUME PASSING HSY",NA,NA,"HASSAYAMPA PP",2008
"163","FLOW PASSING HSY (CFS)","2424.1862281001413","2554.643037245155","2367.0066533274771",NA,"2407.2785342074299","2436.5656467066842","1871.6927214657924",NA,"1180.1441283164966","877.78374245603766","1353.9082198688855",NA,"2058.6821314506637","2570.0285762312992","814.14604785840936",NA,NA,NA,"FLOW PASSING HSY (CFS)",NA,NA,"HASSAYAMPA PP",2008
"164","FLOW AT CS19 (CFS)","692.6130170969368","709.31953865924868","1732.2564377856943",NA,"2284.1084703853721","2057.472386250874","2551.7544287736077",NA,"2470.7432531355225","2731.1827956989246","1982.772924698648",NA,"1405.3324223642899","834.88686089828047","715.71258926683254",NA,NA,NA,"FLOW AT CS19 (CFS)",NA,NA,"HASSAYAMPA PP",2008
"165","                                           PHX  PLP Turnout (AF)","3805","3360","3720",NA,"3600","3720","3600",NA,"3720","3805","3683",NA,"3805","3683","3805",NA,NA,NA,"FLOW AT CS19 (CFS)",NA,"PHX PLP Turnout (AF)","HASSAYAMPA PP",2008
"166","               Apache Junction Water Co","43","45","37","125","35","37","39","111","43","37","35","115","38","38","49","125","476","MES & P27","MUNICIPAL & INDUSTRIAL:","Subcontract","Apache Junction Water Co","SALT GILA PP",2008
"167","               Arizona State Land Dept. (ADOT)","9","7","23","39","17","17","14","48","2","0","0","2","0","0","0","0","89","P26","MUNICIPAL & INDUSTRIAL:","Subcontract","Arizona State Land Dept. (ADOT)","SALT GILA PP",2008
"168","               Arizona Water Co. (Apache Junct)","172","326","536","1034","437","382","717","1536","718","648","615","1981","746","471","228","1445","5996","MES & P27","MUNICIPAL & INDUSTRIAL:","Subcontract","Arizona Water Co. (Apache Junct)","SALT GILA PP",2008
"169","               Arizona Water Co. (Casa Grande)","137","97","109","343","183","173","210","566","213","231","223","667","206","182","89","477","2053","SRO","MUNICIPAL & INDUSTRIAL:","Subcontract","Arizona Water Co. (Casa Grande)","SALT GILA PP",2008
"170","               Chandler, City of","0","0","0","0","0","0","0","0","0","0","0","0","210","262","301","773","773","MES","MUNICIPAL & INDUSTRIAL:","Subcontract","Chandler, City of","SALT GILA PP",2008
"171","               Eloy, City of","0","0","35","35","40","62","1646","1748","70","65","34","169","90","27","11","128","2080","SRO","MUNICIPAL & INDUSTRIAL:","Subcontract","Eloy, City of","SALT GILA PP",2008
"172","               Florence, Town of","0","0","0","0","0","0","2048","2048","0","0","0","0","0","0","0","0","2048","SRO","MUNICIPAL & INDUSTRIAL:","Subcontract","Florence, Town of","SALT GILA PP",2008
"173","               Gilbert, Town of","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MES","MUNICIPAL & INDUSTRIAL:","Subcontract","Gilbert, Town of","SALT GILA PP",2008
"174","               H2O Water Company","9","10","59","78","69","0","0","69","0","0","0","0","0","0","0","0","147","QCR","MUNICIPAL & INDUSTRIAL:","Subcontract","H2O Water Company","SALT GILA PP",2008
"175","               Mesa, City of","2525","2010","389","4924","0","2483","3357","5840","3279","3385","3158","9822","3179","3970","3875","11024","31610","MES","MUNICIPAL & INDUSTRIAL:","Subcontract","Mesa, City of","SALT GILA PP",2008
"176","               Queen Creek Water Company","0","0","64","64","58","101","125","284","0","0","0","0","0","0","0","0","348","QCR","MUNICIPAL & INDUSTRIAL:","Subcontract","Queen Creek Water Company","SALT GILA PP",2008
"177","               Arizona Pacific Materials, LLC","6","5","8","19","12","10","10","32","8","7","10","25","7","7","7","21","97","NM4","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Arizona Pacific Materials, LLC","SALT GILA PP",2008
"178","               Arizona Public Service","0","0","0","0","0","14","36","50","14","29","23","66","20","10","17","47","163","CGE","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Arizona Public Service","SALT GILA PP",2008
"179","               H20, Inc.","0","0","0","0","7","29","21","57","17","17","71","105","50","40","84","174","336","QCR","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","H20, Inc.","SALT GILA PP",2008
"180","               Maricopa Drilling Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SRO","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Maricopa Drilling Company","SALT GILA PP",2008
"181","               Mesa Golf Center","0","0","4","4","3","8","4","15","5","4","4","13","4","8","0","12","44","RWC","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Mesa Golf Center","SALT GILA PP",2008
"182","               Oasis Golf Resort","20","14","27","61","70","65","65","200","55","96","16","167","24","43","11","78","506","NM3","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Oasis Golf Resort","SALT GILA PP",2008
"183","               Pinal County Dept of Public Works","1","1","1","3","1","1","2","4","2","1","1","4","2","1","1","4","15","NM3","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Pinal County Dept of Public Works","SALT GILA PP",2008
"184","               Queen Creek Water Company","0","0","0","0","0","0","18","18","96","143","96","335","98","28","0","126","479","QCR","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Queen Creek Water Company","SALT GILA PP",2008
"185","               Red Mt Ranch Country Club","19","24","54","97","62","59","48","169","45","61","27","133","80","68","31","179","578","P26","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Red Mt Ranch Country Club","SALT GILA PP",2008
"186","               Red Mt Ranch/HOA","1","1","1","3","1","1","2","4","1","2","1","4","2","2","1","5","16","P26","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Red Mt Ranch/HOA","SALT GILA PP",2008
"187","               Royal Dunes Golf Club","21","11","54","86","80","93","89","262","74","79","43","196","81","41","11","133","677","SRO","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Royal Dunes Golf Club","SALT GILA PP",2008
"188","               Shea Homes/Encanterra - NMIDD","0","0","0","0","10","78","10","98","20","40","0","60","11","21","0","32","190","NM1","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Shea Homes/Encanterra - NMIDD","SALT GILA PP",2008
"189","               Sonoran Land Group","10","8","43","61","58","56","70","184","57","57","32","146","61","40","12","113","504","P26","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Sonoran Land Group","SALT GILA PP",2008
"190","               Stone Creek Farm","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","P27","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Stone Creek Farm","SALT GILA PP",2008
"191","               Tabletop Nursery","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SRO","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Tabletop Nursery","SALT GILA PP",2008
"192","               Viewpoint RV & Golf Resort","7","5","24","36","38","32","38","108","47","22","21","90","45","27","5","77","311","P26","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Viewpoint RV & Golf Resort","SALT GILA PP",2008
"193","               thru MSIDD","0","0","0","0","0","0","0","0","140","0","0","140","0","0","0","0","140","SRO","MUNICIPAL & INDUSTRIAL:","CAGRD","thru MSIDD","SALT GILA PP",2008
"194","               thru QCID","0","0","0","0","0","461","2433","2894","106","0","0","106","0","0","0","0","3000","QCR","MUNICIPAL & INDUSTRIAL:","CAGRD","thru QCID","SALT GILA PP",2008
"195","               thru Superstition Mt Recharge","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SMR","MUNICIPAL & INDUSTRIAL:","CAGRD","thru Superstition Mt Recharge","SALT GILA PP",2008
"196","                    TOTAL M&I","2980","2564","1468","7012","1181","4162","11002","16345","5012","4924","4410","14346","4954","5286","4733","14973","52676",NA,"TOTAL M&I",NA,NA,"SALT GILA PP",2008
"197","               CAIDD (SRO) (less recovery)","22","153","2007","2182","3417","2376","2413","8206","3422","0","0","3422","0","162","0","162","13972","SRO","AGRICULTURAL:","AG Pool","CAIDD (SRO) (less recovery)","SALT GILA PP",2008
"198","               Chandler Heights Citris ID","0","0","0","0","74","18","105","197","36","92","59","187","70","27","0","97","481","QCR","AGRICULTURAL:","AG Pool","Chandler Heights Citris ID","SALT GILA PP",2008
"199","               Hohokam IDD","200","0","3200","3400","9260","9492","11774","30526","2013","2800","1860","6673","268","1392","0","1660","42259","CGE & KLK","AGRICULTURAL:","AG Pool","Hohokam IDD","SALT GILA PP",2008
"200","               Maricopa Stanfield IDD","1024","3300","9204","13528","17414","12614","22781","52809","17695","17565","7830","43090","2994","500","0","3494","112921","SRO","AGRICULTURAL:","AG Pool","Maricopa Stanfield IDD","SALT GILA PP",2008
"201","               New Magma IDD","500","423","1588","2511","2489","8000","6950","17439","4675","2700","1000","8375","1000","1000","0","2000","30325","NM1 - NM4","AGRICULTURAL:","AG Pool","New Magma IDD","SALT GILA PP",2008
"202","               Queen Creek ID","1157","842","3467","5466","3777","3257","0","7034","0","0","0","0","0","0","0","0","12500","QCR","AGRICULTURAL:","AG Pool","Queen Creek ID","SALT GILA PP",2008
"203","               Roosevelt Water Conservation Dist","379","104","2308","2791","2209","0","0","2209","0","0","0","0","0","0","0","0","5000","RWC","AGRICULTURAL:","AG Pool","Roosevelt Water Conservation Dist","SALT GILA PP",2008
"204","               San Carlos IDD","0","0","0","0","0","0","75","75","3","669","322","994","1047","4","1371","2422","3491","NSC, FCC, FCA, PIL, CGE","AGRICULTURAL:","AG Pool","San Carlos IDD","SALT GILA PP",2008
"205","               Maricopa Stanfield IDD","0","2188","6838","9026","0","0","0","0","0","0","0","0","0","0","0","0","9026","SRO","AGRICULTURAL:","Subcontract","Maricopa Stanfield IDD","SALT GILA PP",2008
"206","                    TOTAL AG","3282","7010","28612","38904","38640","35757","44098","118495","27844","23826","11071","62741","5379","3085","1371","9835","229975",NA,"TOTAL AG",NA,NA,"SALT GILA PP",2008
"207","               Ak-Chin Farm Indian Community","3865","2822","10331","17018","11866","8716","12277","32859","9252","9530","4570","23352","2923","1398","1262","5583","78812","SRO","FEDERAL:","On Reservation","Ak-Chin Farm Indian Community","SALT GILA PP",2008
"208","               Gila River Indian IDD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","PIL","FEDERAL:","On Reservation","Gila River Indian IDD","SALT GILA PP",2008
"209","               Chandler/Assignment","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MES","FEDERAL:","Off Reservation","Chandler/Assignment","SALT GILA PP",2008
"210","               Gilbert/Assignment","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MES","FEDERAL:","Off Reservation","Gilbert/Assignment","SALT GILA PP",2008
"211","               Mesa/Assignment","0","0","627","627","0","0","0","0","0","0","0","0","0","0","0","0","627","MES","FEDERAL:","Off Reservation","Mesa/Assignment","SALT GILA PP",2008
